customer_id,line_id,product_type,agreement_number,eip_imei,usage_imei,imei_mismatch_flag,missing_usage_imei_flag,eip_mismatch_flag,upstream_friction_risk_flag,imei_anomaly_type
C0053851,LINE-000126925,voice,EIP-8468303901,177176134618087.0,90684810639568.0,1,0,0,1,imei_mismatch_swap
C0053851,LINE-000126926,voice,EIP-3969664795,546262881148859.0,964676242933162.0,1,0,0,1,imei_mismatch_swap
C0053871,LINE-000126973,5g_home_internet,EIP-8065071203,554998849242847.0,,0,1,0,1,missing_usage_imei_capture_failure
C0053872,LINE-000126974,voice,EIP-6543165318,91720499993608.0,527437427932012.0,1,0,0,1,
C0053872,LINE-000126975,5g_home_internet,EIP-7782908723,527437427932012.0,,0,1,0,1,missing_usage_imei_capture_failure
C0053875,LINE-000126980,voice,EIP-9350764594,647562855298471.0,910765623039269.0,1,0,0,1,
C0053875,LINE-000126981,5g_home_internet,EIP-2944760124,910765623039269.0,,0,1,0,1,missing_usage_imei_capture_failure
C0053876,LINE-000126985,5g_home_internet,EIP-8139476614,832816861825703.0,10152409176872.0,1,0,0,1,
C0053881,LINE-000126992,voice,EIP-4367922933,897378185523082.0,,0,1,0,1,missing_usage_imei_capture_failure
C0053881,LINE-000126993,voice,EIP-3717580768,878486266531203.0,581585827480695.0,1,0,0,1,imei_mismatch_swap
C0053881,LINE-000126994,voice,EIP-1647063862,581585827480695.0,878486266531203.0,1,0,0,1,imei_mismatch_swap
C0053888,LINE-000127011,voice,EIP-3258814005,584669103351556.0,,0,1,0,1,missing_usage_imei_capture_failure
C0053888,LINE-000127012,voice,EIP-5942556577,548621281017905.0,153996168617147.0,1,0,0,1,
C0053888,LINE-000127013,5g_home_internet,EIP-1847420767,973217760044834.0,153996168617147.0,1,0,0,1,
C0053897,LINE-000127043,voice,EIP-1867518392,397633348982144.0,,0,1,0,1,missing_usage_imei_capture_failure
C0053903,LINE-000127061,voice,EIP-5004737504,745512543655874.0,204840720706994.0,1,0,0,1,
C0053904,LINE-000127063,voice,EIP-2131777013,620177588689308.0,416859562374891.0,1,0,0,1,imei_mismatch_swap
C0053904,LINE-000127064,voice,EIP-3784156708,416859562374891.0,620177588689308.0,1,0,0,1,imei_mismatch_swap
C0053907,LINE-000127073,voice,EIP-3278034521,478351368404925.0,736969872127393.0,1,0,0,1,
C0053908,LINE-000127075,voice,EIP-3236400489,436368329727061.0,712786396427631.0,1,0,0,1,
C0053916,LINE-000127093,5g_home_internet,EIP-2368275190,580042329943460.0,404096353876183.0,1,0,0,1,
C0053928,LINE-000127120,voice,EIP-1825493059,664264272183990.0,202648781396622.0,1,0,0,1,imei_mismatch_swap
C0053928,LINE-000127121,voice,EIP-1004793580,202648781396622.0,664264272183990.0,1,0,0,1,imei_mismatch_swap
C0053929,LINE-000127126,voice,EIP-1138941599,345279520610994.0,499127512869550.0,1,0,0,1,
C0053930,LINE-000127127,voice,EIP-2611636794,134766361409656.0,485670550445483.0,1,0,0,1,imei_mismatch_swap
C0053930,LINE-000127128,voice,EIP-2015289378,485670550445483.0,,0,1,0,1,missing_usage_imei_capture_failure
C0053932,LINE-000127132,voice,EIP-9288814429,393509897284065.0,921758514710958.0,1,0,0,1,imei_mismatch_swap
C0053932,LINE-000127134,voice,EIP-2525984071,921758514710958.0,921758514710958.0,0,0,0,0,imei_mismatch_swap
C0053938,LINE-000127151,voice,EIP-2811434236,203606115545462.0,46884680531715.0,1,0,0,1,
C0053940,LINE-000127157,voice,EIP-7582715722,248435185018170.0,734212533025973.0,1,0,0,1,
C0053947,LINE-000127174,5g_home_internet,EIP-9084948804,479487448077748.0,990646850406313.0,1,0,0,1,
C0053952,LINE-000127185,voice,EIP-5485507953,520819200059282.0,598508502484803.0,1,0,0,1,
C0053955,LINE-000127194,voice,EIP-2675277442,737972570744816.0,487050930030698.0,1,0,0,1,
C0053973,LINE-000127233,voice,EIP-2000515398,108782765554272.0,509275129316736.0,1,0,0,1,
C0053975,LINE-000127239,voice,EIP-4289450071,820883717345523.0,75264704559568.0,1,0,0,1,imei_mismatch_swap
C0053975,LINE-000127240,voice,EIP-1558697262,75264704559568.0,820883717345523.0,1,0,0,1,imei_mismatch_swap
C0054008,LINE-000127302,voice,EIP-5550843262,134396363637798.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054013,LINE-000127314,voice,EIP-7815381563,148966300940480.0,116256537479909.0,1,0,0,1,
C0054014,LINE-000127316,voice,EIP-6015254676,374775565638521.0,301359924986357.0,1,0,0,1,
C0054014,LINE-000127317,voice,EIP-7985146757,537420819884873.0,301359924986357.0,1,0,0,1,
C0054018,LINE-000127326,voice,EIP-8172168709,62832875586902.0,689831144479799.0,1,0,0,1,imei_mismatch_swap
C0054018,LINE-000127327,voice,EIP-1323897274,689831144479799.0,62832875586902.0,1,0,0,1,imei_mismatch_swap
C0054018,LINE-000127328,5g_home_internet,EIP-3912522989,265844743223513.0,62832875586902.0,1,0,0,1,
C0054019,LINE-000127329,voice,EIP-4177149072,198276639934336.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054019,LINE-000127330,voice,EIP-5766339959,366928116616022.0,36230982491458.0,1,0,0,1,
C0054023,LINE-000127341,voice,EIP-3936397664,670813395496164.0,554821356389073.0,1,0,0,1,
C0054025,LINE-000127345,voice,EIP-6055631752,510752538344583.0,20431386033369.0,1,0,0,1,imei_mismatch_swap
C0054025,LINE-000127346,voice,EIP-8581025922,20431386033369.0,510752538344583.0,1,0,0,1,imei_mismatch_swap
C0054028,LINE-000127352,voice,EIP-8322656483,839429116409700.0,122642401372319.0,1,0,0,1,
C0054028,LINE-000127353,voice,EIP-4029522334,478935811140429.0,941978112910942.0,1,0,0,1,imei_mismatch_swap
C0054028,LINE-000127354,voice,EIP-4358431597,941978112910942.0,478935811140429.0,1,0,0,1,imei_mismatch_swap
C0054030,LINE-000127361,voice,EIP-7348079149,765939297443163.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054032,LINE-000127365,voice,EIP-9885423193,443505425304905.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054033,LINE-000127368,voice,EIP-4844916466,898871532950381.0,122071355114445.0,1,0,0,1,imei_mismatch_swap
C0054033,LINE-000127370,voice,EIP-2669063943,122071355114445.0,898871532950381.0,1,0,0,1,imei_mismatch_swap
C0054036,LINE-000127379,voice,EIP-4021976664,522893722409394.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054037,LINE-000127386,voice,EIP-5017486509,981861096810418.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054039,LINE-000127389,voice,EIP-4407831245,149420096050282.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054045,LINE-000127404,voice,EIP-7172438566,493871316025380.0,643031437266995.0,1,0,0,1,imei_mismatch_swap
C0054045,LINE-000127405,voice,EIP-2023585761,643031437266995.0,739582982885151.0,1,0,0,1,imei_mismatch_swap
C0054045,LINE-000127406,voice,EIP-5147179880,739582982885151.0,493871316025380.0,1,0,0,1,imei_mismatch_swap
C0054046,LINE-000127410,5g_home_internet,EIP-9521389278,904782769773486.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054047,LINE-000127411,voice,EIP-4344796817,933044883500969.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054056,LINE-000127435,5g_home_internet,EIP-8564508905,903881352698038.0,783364401906612.0,1,0,0,1,
C0054057,LINE-000127439,voice,EIP-9871566186,106503017914783.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054066,LINE-000127459,voice,EIP-5861584012,342577306611172.0,61139630379897.0,1,0,0,1,
C0054067,LINE-000127463,voice,EIP-8036365909,555432369120130.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054067,LINE-000127464,voice,EIP-9176826007,622211806026667.0,366440230853807.0,1,0,0,1,
C0054076,LINE-000127488,5g_home_internet,EIP-9275985914,111609728674305.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054084,LINE-000127504,voice,EIP-2545447725,497247713044481.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054084,LINE-000127505,voice,EIP-5549311638,669007239591861.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054089,LINE-000127509,voice,EIP-3671154080,997653126785396.0,696743332656582.0,1,0,0,1,imei_mismatch_swap
C0054089,LINE-000127513,voice,EIP-2357242387,696743332656582.0,997653126785396.0,1,0,0,1,imei_mismatch_swap
C0054093,LINE-000127520,voice,EIP-2958227816,702705677821895.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054094,LINE-000127523,voice,EIP-8868531701,208228542908429.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054109,LINE-000127563,voice,EIP-7792868972,30289440438964.0,367099840010342.0,1,0,0,1,
C0054111,LINE-000127567,voice,EIP-5976906306,31391849490991.0,31391849490991.0,0,0,0,0,imei_mismatch_swap
C0054111,LINE-000127568,voice,EIP-1378589376,924075453999782.0,31391849490991.0,1,0,0,1,imei_mismatch_swap
C0054111,LINE-000127569,5g_home_internet,EIP-3791060948,876786549509130.0,31391849490991.0,1,0,0,1,
C0054114,LINE-000127573,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0054126,LINE-000127594,voice,EIP-7100741967,470774822243904.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054126,LINE-000127595,voice,EIP-5479316822,425498736302538.0,470774822243904.0,1,0,0,1,imei_mismatch_swap
C0054138,LINE-000127628,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0054147,LINE-000127651,voice,EIP-1656516902,509513702099012.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054148,LINE-000127656,voice,EIP-3076167407,179998510604978.0,189942639944480.0,1,0,0,1,
C0054148,LINE-000127659,voice,EIP-3760982770,189942639944480.0,242926960518811.0,1,0,0,1,
C0054149,LINE-000127660,voice,EIP-6111845224,863940847840226.0,194931874255844.0,1,0,0,1,imei_mismatch_swap
C0054149,LINE-000127661,voice,EIP-6732586189,194931874255844.0,863940847840226.0,1,0,0,1,imei_mismatch_swap
C0054157,LINE-000127682,voice,EIP-9541858223,91471343470022.0,325968929468257.0,1,0,0,1,imei_mismatch_swap
C0054157,LINE-000127685,voice,EIP-3405727374,325968929468257.0,91471343470022.0,1,0,0,1,imei_mismatch_swap
C0054159,LINE-000127689,voice,EIP-1206161304,471408581940539.0,76368580092774.0,1,0,0,1,
C0054162,LINE-000127702,voice,EIP-4224485608,898745443796276.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054164,LINE-000127706,voice,EIP-2494419508,513339400539505.0,255865186821892.0,1,0,0,1,
C0054164,LINE-000127707,voice,EIP-8437061847,518610115754203.0,255865186821892.0,1,0,0,1,
C0054182,LINE-000127740,voice,EIP-6273484518,491496701683349.0,218004284916953.0,1,0,0,1,
C0054188,LINE-000127753,voice,EIP-4034693202,325129312319182.0,707697227244771.0,1,0,0,1,imei_mismatch_swap
C0054188,LINE-000127755,voice,EIP-9075555222,707697227244771.0,325129312319182.0,1,0,0,1,imei_mismatch_swap
C0054190,LINE-000127757,voice,EIP-7510160502,433210610984327.0,213070996713751.0,1,0,0,1,
C0054192,LINE-000127762,voice,EIP-5338979657,533605487974144.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054193,LINE-000127765,voice,EIP-3267384467,378145545202925.0,232761520096171.0,1,0,0,1,imei_mismatch_swap
C0054193,LINE-000127766,voice,EIP-4792529438,232761520096171.0,378145545202925.0,1,0,0,1,imei_mismatch_swap
C0054207,LINE-000127801,voice,EIP-3335580935,784562504106584.0,859731187488127.0,1,0,0,1,imei_mismatch_swap
C0054207,LINE-000127802,voice,EIP-4306989317,859731187488127.0,784562504106584.0,1,0,0,1,imei_mismatch_swap
C0054215,LINE-000127817,voice,EIP-3735844674,382308817463188.0,339319313163990.0,1,0,0,1,imei_mismatch_swap
C0054215,LINE-000127819,voice,EIP-5723021901,339319313163990.0,382308817463188.0,1,0,0,1,imei_mismatch_swap
C0054218,LINE-000127826,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0054224,LINE-000127835,voice,EIP-7979054180,385376583178486.0,431731684703585.0,1,0,0,1,imei_mismatch_swap
C0054224,LINE-000127837,voice,EIP-6586587711,431731684703585.0,385376583178486.0,1,0,0,1,imei_mismatch_swap
C0054227,LINE-000127845,voice,EIP-9824943854,48236054040629.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054235,LINE-000127864,5g_home_internet,EIP-7457205959,941579260096706.0,837878548332831.0,1,0,0,1,
C0054238,LINE-000127869,voice,EIP-3092656611,142746261141196.0,937250830873148.0,1,0,0,1,imei_mismatch_swap
C0054238,LINE-000127871,voice,EIP-9703683818,937250830873148.0,142746261141196.0,1,0,0,1,imei_mismatch_swap
C0054244,LINE-000127883,voice,EIP-2181810546,189168408837922.0,790226190882042.0,1,0,0,1,
C0054244,LINE-000127884,voice,EIP-6863812651,849375022635451.0,790226190882042.0,1,0,0,1,
C0054249,LINE-000127894,voice,EIP-3601925006,906613694613569.0,209387003248747.0,1,0,0,1,
C0054256,LINE-000127915,5g_home_internet,EIP-6788796651,552617246917408.0,562534196422625.0,1,0,0,1,
C0054262,LINE-000127933,voice,EIP-3783912812,341767014503601.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054264,LINE-000127939,voice,EIP-9726912137,828565414131827.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054282,LINE-000127977,voice,EIP-7478199067,562997619623044.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054282,LINE-000127978,voice,EIP-9166440904,114689313847010.0,562997619623044.0,1,0,0,1,
C0054283,LINE-000127980,voice,EIP-6043308920,536466429929508.0,610192306536151.0,1,0,0,1,
C0054285,LINE-000127984,voice,EIP-6730307430,68749335271933.0,936795100391697.0,1,0,0,1,
C0054289,LINE-000127995,voice,EIP-4321356698,759393106637967.0,711997597412530.0,1,0,0,1,imei_mismatch_swap
C0054289,LINE-000127996,voice,EIP-9560782607,711997597412530.0,759393106637967.0,1,0,0,1,imei_mismatch_swap
C0054296,LINE-000128015,voice,EIP-7142756371,751334922159214.0,993395189143605.0,1,0,0,1,imei_mismatch_swap
C0054296,LINE-000128016,voice,EIP-5172484141,993395189143605.0,751334922159214.0,1,0,0,1,imei_mismatch_swap
C0054300,LINE-000128024,5g_home_internet,EIP-6944424200,594280535505570.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054303,LINE-000128027,voice,EIP-4798339621,450576965004671.0,450576965004671.0,0,0,0,0,imei_mismatch_swap
C0054303,LINE-000128028,voice,EIP-4382549767,690106773515859.0,690106773515859.0,0,0,0,0,imei_mismatch_swap
C0054305,LINE-000128035,voice,EIP-6350846500,150880450951344.0,152897449848956.0,1,0,0,1,
C0054309,LINE-000128045,voice,EIP-2935782005,378673492601892.0,164774951358055.0,1,0,0,1,
C0054313,LINE-000128054,voice,EIP-3567146135,565647270977170.0,583688477265638.0,1,0,0,1,
C0054317,LINE-000128063,voice,EIP-1157807275,608542780931499.0,956014805533434.0,1,0,0,1,imei_mismatch_swap
C0054317,LINE-000128064,voice,EIP-8410564079,956014805533434.0,456378441145117.0,1,0,0,1,imei_mismatch_swap
C0054317,LINE-000128065,voice,EIP-8063006045,456378441145117.0,608542780931499.0,1,0,0,1,imei_mismatch_swap
C0054321,LINE-000128073,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0054327,LINE-000128084,voice,EIP-7985338639,707244067447300.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054331,LINE-000128091,voice,EIP-6301469361,205327886110572.0,627506677341752.0,1,0,0,1,imei_mismatch_swap
C0054331,LINE-000128092,voice,EIP-4224050856,627506677341752.0,205327886110572.0,1,0,0,1,imei_mismatch_swap
C0054332,LINE-000128095,voice,EIP-4312691765,368429600683238.0,27062612805258.0,1,0,0,1,
C0054338,LINE-000128107,voice,EIP-3249772911,105506561842759.0,846822621028352.0,1,0,0,1,imei_mismatch_swap
C0054338,LINE-000128109,voice,EIP-5457775129,846822621028352.0,105506561842759.0,1,0,0,1,imei_mismatch_swap
C0054339,LINE-000128111,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0054350,LINE-000128136,5g_home_internet,EIP-4576338031,33754870299354.0,339290797346149.0,1,0,0,1,
C0054351,LINE-000128138,voice,EIP-3890419643,307098000416322.0,976622482422517.0,1,0,0,1,imei_mismatch_swap
C0054351,LINE-000128139,voice,EIP-3468952495,976622482422517.0,307098000416322.0,1,0,0,1,imei_mismatch_swap
C0054352,LINE-000128143,voice,EIP-7868412349,681768893419280.0,230751345286918.0,1,0,0,1,
C0054354,LINE-000128150,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0054356,LINE-000128157,voice,EIP-3479324358,60838468260159.0,379885199346831.0,1,0,0,1,
C0054362,LINE-000128165,voice,EIP-9052320345,736866318231900.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054373,LINE-000128189,voice,EIP-7878998999,565439940138666.0,462759895221840.0,1,0,0,1,
C0054374,LINE-000128192,voice,EIP-5470897578,639126798485490.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054375,LINE-000128197,voice,EIP-7928677263,971412056334192.0,683024206862078.0,1,0,0,1,
C0054377,LINE-000128202,voice,EIP-5667680364,100307714959942.0,801448407870247.0,1,0,0,1,
C0054381,LINE-000128208,voice,EIP-9514274203,444652442011280.0,415487391507236.0,1,0,0,1,
C0054383,LINE-000128214,voice,EIP-4623175057,447285714884934.0,985773633521844.0,1,0,0,1,imei_mismatch_swap
C0054383,LINE-000128215,voice,EIP-4797714904,985773633521844.0,447285714884934.0,1,0,0,1,imei_mismatch_swap
C0054384,LINE-000128218,voice,EIP-2117984450,224076882940492.0,624254845330410.0,1,0,0,1,
C0054389,LINE-000128235,5g_home_internet,EIP-6058488150,812585865703640.0,669586550341079.0,1,0,0,1,
C0054390,LINE-000128238,5g_home_internet,EIP-2073894012,634372781899489.0,677289928965048.0,1,0,0,1,
C0054393,LINE-000128244,voice,EIP-7001371473,168015081673503.0,246956899600191.0,1,0,0,1,
C0054400,LINE-000128261,voice,EIP-7085528162,497022318787258.0,438230561090257.0,1,0,0,1,
C0054413,LINE-000128294,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0054434,LINE-000128343,voice,EIP-6201346505,994810368888057.0,256976184654376.0,1,0,0,1,
C0054436,LINE-000128346,voice,EIP-6883949941,744229754734192.0,220026463179875.0,1,0,0,1,imei_mismatch_swap
C0054436,LINE-000128347,voice,EIP-2052952397,220026463179875.0,744229754734192.0,1,0,0,1,imei_mismatch_swap
C0054441,LINE-000128355,voice,EIP-9941660389,673446576327289.0,673446576327289.0,0,0,0,0,imei_mismatch_swap
C0054441,LINE-000128356,voice,EIP-7882694341,280369077179765.0,280369077179765.0,0,0,0,0,imei_mismatch_swap
C0054444,LINE-000128360,5g_home_internet,EIP-1246832103,711267255189272.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054446,LINE-000128363,voice,EIP-3467958321,740304902388691.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054446,LINE-000128364,voice,EIP-2251002427,601491624454009.0,740304902388691.0,1,0,0,1,imei_mismatch_swap
C0054450,LINE-000128372,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0054453,LINE-000128377,voice,EIP-3567656869,989637165589327.0,989637165589327.0,0,0,0,0,imei_mismatch_swap
C0054453,LINE-000128379,voice,EIP-7011863182,928450560658853.0,928450560658853.0,0,0,0,0,imei_mismatch_swap
C0054454,LINE-000128381,voice,EIP-9117473078,610165670683458.0,457113570356669.0,1,0,0,1,imei_mismatch_swap
C0054454,LINE-000128383,voice,EIP-1758802855,457113570356669.0,4021789798886.0,1,0,0,1,imei_mismatch_swap
C0054462,LINE-000128408,voice,EIP-4339545951,527279732696842.0,803628501262465.0,1,0,0,1,imei_mismatch_swap
C0054462,LINE-000128410,voice,EIP-3271000404,803628501262465.0,527279732696842.0,1,0,0,1,imei_mismatch_swap
C0054466,LINE-000128416,voice,EIP-9550953867,555196122920015.0,644765084984228.0,1,0,0,1,imei_mismatch_swap
C0054466,LINE-000128417,voice,EIP-1850835038,644765084984228.0,555196122920015.0,1,0,0,1,imei_mismatch_swap
C0054470,LINE-000128430,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0054477,LINE-000128446,voice,EIP-7706429381,250981376786785.0,854619542248195.0,1,0,0,1,imei_mismatch_swap
C0054477,LINE-000128447,voice,EIP-3132308637,854619542248195.0,250981376786785.0,1,0,0,1,imei_mismatch_swap
C0054479,LINE-000128451,voice,EIP-2126783891,957212449542651.0,621821180889809.0,1,0,0,1,
C0054483,LINE-000128463,5g_home_internet,EIP-7416916694,100961590033033.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054487,LINE-000128472,voice,EIP-3553440505,106584161949977.0,307989234878598.0,1,0,0,1,imei_mismatch_swap
C0054487,LINE-000128476,voice,EIP-1592712594,307989234878598.0,106584161949977.0,1,0,0,1,imei_mismatch_swap
C0054488,LINE-000128477,voice,EIP-9578584585,795711798685426.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054488,LINE-000128478,voice,EIP-4985276089,76514793433453.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054489,LINE-000128479,voice,EIP-9011214014,409578784292163.0,309146219933918.0,1,0,0,1,
C0054491,LINE-000128487,5g_home_internet,EIP-6989141239,519388372145046.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054492,LINE-000128488,voice,EIP-5257220406,145392455527018.0,413966570289966.0,1,0,0,1,
C0054495,LINE-000128496,5g_home_internet,EIP-7923296681,454660843179918.0,837380895657692.0,1,0,0,1,
C0054496,LINE-000128497,voice,EIP-5273028583,807068569732033.0,618316439564569.0,1,0,0,1,imei_mismatch_swap
C0054496,LINE-000128499,voice,EIP-3414282865,558237531535082.0,807068569732033.0,1,0,0,1,imei_mismatch_swap
C0054497,LINE-000128502,voice,EIP-9347793706,101685046435453.0,703523573091147.0,1,0,0,1,imei_mismatch_swap
C0054497,LINE-000128503,voice,EIP-3808553959,703523573091147.0,101685046435453.0,1,0,0,1,imei_mismatch_swap
C0054505,LINE-000128516,voice,EIP-7348103557,539672203905849.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054505,LINE-000128517,voice,EIP-6704747341,754763662485769.0,603426875193312.0,1,0,0,1,imei_mismatch_swap
C0054508,LINE-000128523,voice,EIP-4710341463,686212338944931.0,113758252374108.0,1,0,0,1,
C0054512,LINE-000128538,5g_home_internet,EIP-4492136721,888603662173686.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054517,LINE-000128552,voice,EIP-1225141520,776139716338682.0,27779112384895.0,1,0,0,1,
C0054524,LINE-000128566,voice,EIP-1102552030,357197483520131.0,11942057473159.0,1,0,0,1,imei_mismatch_swap
C0054524,LINE-000128567,voice,EIP-7757462953,11942057473159.0,357197483520131.0,1,0,0,1,imei_mismatch_swap
C0054528,LINE-000128573,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0054540,LINE-000128606,5g_home_internet,EIP-2288815264,174216504160215.0,712551405556654.0,1,0,0,1,
C0054541,LINE-000128607,voice,EIP-1251888896,893424591198220.0,60203183575794.0,1,0,0,1,imei_mismatch_swap
C0054541,LINE-000128609,voice,EIP-1713144829,60203183575794.0,893424591198220.0,1,0,0,1,imei_mismatch_swap
C0054573,LINE-000128670,voice,EIP-1251142218,992023952087036.0,615272390359767.0,1,0,0,1,imei_mismatch_swap
C0054573,LINE-000128671,voice,EIP-2132780548,615272390359767.0,992023952087036.0,1,0,0,1,imei_mismatch_swap
C0054586,LINE-000128700,voice,EIP-7031706195,443015654464375.0,110387323356471.0,1,0,0,1,
C0054589,LINE-000128707,voice,EIP-9857834372,25460813892622.0,705930795278376.0,1,0,0,1,imei_mismatch_swap
C0054589,LINE-000128708,voice,EIP-4598913214,705930795278376.0,25460813892622.0,1,0,0,1,imei_mismatch_swap
C0054615,LINE-000128761,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0054623,LINE-000128780,voice,EIP-1532751789,616084341411423.0,613475223108489.0,1,0,0,1,imei_mismatch_swap
C0054623,LINE-000128781,voice,EIP-5417644873,613475223108489.0,616084341411423.0,1,0,0,1,imei_mismatch_swap
C0054624,LINE-000128785,5g_home_internet,EIP-5117513347,756303623904917.0,53129287488107.0,1,0,0,1,
C0054628,LINE-000128795,voice,EIP-1781755423,716691285888358.0,516895499863735.0,1,0,0,1,imei_mismatch_swap
C0054628,LINE-000128796,voice,EIP-1690415210,516895499863735.0,516895499863735.0,0,0,0,0,imei_mismatch_swap
C0054634,LINE-000128813,voice,EIP-9727831737,196102807677236.0,856821377002342.0,1,0,0,1,imei_mismatch_swap
C0054634,LINE-000128814,voice,EIP-9543715225,856821377002342.0,232825015970863.0,1,0,0,1,imei_mismatch_swap
C0054637,LINE-000128822,voice,EIP-9887137696,209837667010769.0,533905876392746.0,1,0,0,1,
C0054648,LINE-000128848,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0054653,LINE-000128856,voice,EIP-4594558481,46343419705973.0,925956310476126.0,1,0,0,1,imei_mismatch_swap
C0054653,LINE-000128857,voice,EIP-9158942891,925956310476126.0,46343419705973.0,1,0,0,1,imei_mismatch_swap
C0054669,LINE-000128895,voice,EIP-9676832991,238950554219045.0,513448633558729.0,1,0,0,1,imei_mismatch_swap
C0054669,LINE-000128899,voice,EIP-7253365553,513448633558729.0,238950554219045.0,1,0,0,1,imei_mismatch_swap
C0054674,LINE-000128909,voice,EIP-3678975698,873543576640.0,9974906156842.0,1,0,0,1,
C0054675,LINE-000128917,5g_home_internet,EIP-8523779340,490760619689286.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054685,LINE-000128936,voice,EIP-9475427466,106021902560349.0,665028274089744.0,1,0,0,1,imei_mismatch_swap
C0054685,LINE-000128938,voice,EIP-5257146263,665028274089744.0,106021902560349.0,1,0,0,1,imei_mismatch_swap
C0054686,LINE-000128943,voice,EIP-3696147968,826632361528968.0,718425259935587.0,1,0,0,1,
C0054692,LINE-000128954,voice,EIP-3218137349,475342319471372.0,242643176603484.0,1,0,0,1,imei_mismatch_swap
C0054692,LINE-000128955,voice,EIP-2284679770,917632596777900.0,475342319471372.0,1,0,0,1,imei_mismatch_swap
C0054694,LINE-000128962,5g_home_internet,EIP-9220551334,896295947717653.0,580809258198233.0,1,0,0,1,
C0054698,LINE-000128972,voice,EIP-5433049725,306405199418160.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054698,LINE-000128973,voice,EIP-5929195062,309283114472724.0,306405199418160.0,1,0,0,1,imei_mismatch_swap
C0054704,LINE-000128988,voice,EIP-7722672578,844422625345492.0,457870099638760.0,1,0,0,1,imei_mismatch_swap
C0054704,LINE-000128989,voice,EIP-3957558949,457870099638760.0,844422625345492.0,1,0,0,1,imei_mismatch_swap
C0054711,LINE-000129003,5g_home_internet,EIP-8398923958,89785687206670.0,618701350330564.0,1,0,0,1,
C0054712,LINE-000129004,voice,EIP-3294045444,394361745577637.0,860679274694465.0,1,0,0,1,imei_mismatch_swap
C0054712,LINE-000129005,voice,EIP-4288463707,860679274694465.0,394361745577637.0,1,0,0,1,imei_mismatch_swap
C0054715,LINE-000129009,voice,EIP-5639642804,283182246187818.0,593719894578852.0,1,0,0,1,imei_mismatch_swap
C0054715,LINE-000129010,voice,EIP-1987226088,593719894578852.0,283182246187818.0,1,0,0,1,imei_mismatch_swap
C0054717,LINE-000129016,voice,EIP-6304137380,783059227210925.0,275919604114849.0,1,0,0,1,
C0054720,LINE-000129026,voice,EIP-2091482595,255958071024336.0,,0,1,0,1,missing_usage_imei_capture_failure
C0054721,LINE-000129030,voice,,,,0,1,0,1,missing_usage_imei_capture_failure
C0054732,LINE-000129060,5g_home_internet,EIP-7664250281,49256689907663.0,89870960164962.0,1,0,0,1,
